"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
1593,1,1,1975,4531,"Touba",4.8,2.7,4.3,101.3,547317
1975,3,1,1995,2135,"Touba",6.9,2,9.2,116.6,615380
2614,3,2,1962,3057,"Dakar",7.1,9.4,6.1,116.1,847713
1844,2,2,1993,4351,"Ziguinchor",5.8,8.8,0.9,100.6,540692
2420,5,1,1960,5357,"Tambacounda",6,7.1,1.6,69.9,759757
978,3,1,1979,1998,"St-Louis",10.7,5,1.1,105,518672
2523,2,2,1967,1787,"Touba",6.3,2.9,7.8,128.7,756485
1455,2,2,1976,2549,"Thies",6.6,8.4,2.9,109.5,699178
1662,5,2,1953,5639,"St-Louis",8.6,7.6,6.2,94,740476
1245,2,2,2003,2137,"St-Louis",6,8.2,5.5,98.4,474486
1867,2,2,2016,5322,"Touba",6.2,5.1,1.8,122.4,544577
2693,2,3,1995,6838,"Thies",6.7,4.2,5.5,92.3,874241
3011,3,1,1974,1877,"Tambacounda",9,6.3,9.7,125.5,843839
1262,3,2,1973,3096,"Tambacounda",7.6,6.2,5.7,53.8,587364
2043,4,2,1959,7352,"Touba",7.9,1.8,6.5,96.7,817832
2494,4,2,1971,6408,"St-Louis",7,6.4,8.8,100.2,801805
1702,2,2,1954,5447,"Ziguinchor",7.7,9.3,3.6,106.4,660791
1691,3,1,1972,7501,"St-Louis",9.6,4,5.6,111.7,604810
1648,4,2,1999,4713,"Dakar",7.2,8.1,8.9,74.7,870564
2099,2,1,1969,6206,"Touba",8.3,10,7,124,631432
2499,2,2,1959,10005,"St-Louis",7.3,6.7,0,126.2,788516
2144,1,2,2021,6673,"Tambacounda",5.8,7.6,1.4,103.8,586739
1960,1,2,1992,5354,"Touba",6.4,7.8,9,106.6,509815
1649,4,2,2016,8401,"Thies",7,4.2,2.8,100.6,683218
2049,4,2,1961,2730,"Tambacounda",7.8,6.8,7.9,106.1,829135
1525,1,3,1969,4115,"Tambacounda",6.8,1.6,3.8,131.5,626373
1660,3,3,1970,8597,"Thies",5.8,6.1,7.6,97.2,781136
2348,2,2,2021,4176,"Thies",6.8,2,2.5,84,719964
2021,2,2,1992,7065,"St-Louis",5.3,8.9,3.7,140.9,624971
1921,4,2,1969,7158,"Tambacounda",9.3,7.7,3.4,111.3,714908
1672,1,2,2019,4869,"Tambacounda",5.6,8.3,0.2,130.3,573663
2266,3,3,1997,4550,"Podor",6.5,6.5,8.9,75.1,773705
2467,2,3,1985,6573,"Podor",9.1,8.7,1.3,136.3,745385
1365,2,2,1966,1940,"Thies",6.6,1.5,3.6,126.3,683779
1828,1,1,1996,5598,"Thies",8.4,8.4,5,109.7,593779
1825,3,2,2004,7086,"Touba",5,7.1,7.7,81.4,632331
1511,1,2,1973,2236,"Thies",5.9,4.5,6.3,125.9,659796
1301,2,3,1953,5864,"Dakar",6.8,7.8,6.5,111.5,848931
1799,2,2,1950,2421,"Dakar",7.1,9.9,2.8,126.5,839214
2128,3,3,1980,5657,"Podor",5.5,7.8,5.6,119.6,679055
2538,4,2,2005,5083,"Podor",7.9,6.1,3.6,86.2,747022
845,1,3,1993,5889,"Dakar",5.6,1.7,9.6,100.9,622148
1449,3,3,2009,5749,"Dakar",5.4,7.6,6.4,101.1,718322
1644,3,2,2013,6528,"Touba",8.4,9.1,0.3,88.6,683951
968,2,2,2010,4961,"St-Louis",5.2,4.3,3.8,131.6,459712
1425,5,1,2013,4026,"Thies",6.4,6.6,6.7,104.1,665546
1411,5,2,1967,9027,"Thies",8.2,5.7,7.1,98.2,761008
1439,3,2,2016,7545,"Ziguinchor",6.4,6.3,7.3,95.7,602459
706,2,2,1960,7617,"St-Louis",5.5,6.2,1.3,118.1,373938
1907,3,2,1954,6137,"St-Louis",8.2,7.2,2.4,92.3,692432
1484,1,2,1998,5106,"Tambacounda",6.7,6.2,3.9,77.7,615756
2560,2,1,1972,10767,"Kaolack",9.2,1.4,5.5,79.4,836706
2198,3,2,1952,7064,"Ziguinchor",7.2,2.3,5.5,101.2,792330
1073,2,1,2001,5372,"Ziguinchor",8.1,10,8.6,116,422325
1849,3,2,1952,4464,"Thies",4.1,5.8,4.7,96,641555
1503,4,1,1969,2794,"Touba",8.8,1.2,1.7,92.9,652293
2244,3,1,1968,4736,"Tambacounda",8.8,7.7,0.8,89.8,790842
1827,2,2,1956,6575,"Ziguinchor",7.2,2.2,0.3,98.4,747534
1521,2,1,1987,5417,"Dakar",7.4,3.4,0.1,65.6,658108
2019,2,2,1991,3522,"Thies",10.1,5.5,1.3,84.5,813161
1876,3,2,1953,8882,"St-Louis",6.6,9.9,8.4,108.7,733880
1718,2,2,1964,8570,"Thies",5.8,3.1,1.3,89.8,763741
2810,4,1,1972,5685,"Tambacounda",8.4,4.7,8.8,111.2,873255
1535,4,2,1979,4323,"Kaolack",6.2,8,1.7,86.8,719431
1565,2,3,1962,3093,"Ziguinchor",6.4,7.1,0.6,94.3,579554
1027,2,1,1985,5933,"Thies",8.3,3.6,6.3,74.2,626194
1780,3,1,1984,5473,"Ziguinchor",6.6,3.8,6.4,112.6,635546
2245,1,3,1984,10061,"Tambacounda",6.9,2.8,3.3,106,814631
764,1,2,1952,5495,"Ziguinchor",7.1,5.5,2.7,84,502350
1675,5,2,1981,3623,"Touba",6.7,3.2,5.9,104.1,612090
1209,3,3,2014,5008,"Dakar",5.5,7.2,3,119.3,716858
2521,2,1,1984,5201,"Tambacounda",7.8,1.1,4.7,79.8,764151
2479,3,3,1975,6047,"Ziguinchor",6.6,4.8,7.8,95.1,818491
1967,4,1,1951,5333,"Dakar",5.8,1.1,8.3,100.2,863383
2515,2,3,2007,5328,"St-Louis",8.3,6.3,8.4,108.7,869656
1366,1,2,1996,2592,"Ziguinchor",7.3,4.8,9.8,99.5,492176
2275,2,2,1985,8245,"Thies",3.7,1.7,6.8,114.7,866657
1507,2,3,2007,-1035,"Dakar",7.5,3.2,0.7,74,741673
1960,5,2,1951,3989,"Ziguinchor",4.9,7.2,6.6,97.5,773233
1650,1,2,1994,3056,"Dakar",9.1,5.1,6.5,94.3,733570
1661,2,1,1974,2275,"Ziguinchor",6.1,7.3,9.5,106,645106
2073,1,2,1985,6295,"Dakar",6.7,7.6,5.9,81.2,782259
1148,3,2,2017,4391,"St-Louis",6.5,5.2,6,120.3,452874
1675,2,2,1973,6279,"Touba",7.5,1,2.2,113.2,618159
1886,3,2,2006,1886,"Ziguinchor",4.7,2.1,8,78.4,718775
1598,2,1,1991,5984,"Thies",7.4,1.3,2.6,58.9,565158
1852,2,2,1990,9483,"Kaolack",8.3,1.2,1.1,97.6,643112
1641,4,3,2019,4118,"Podor",8.3,3.6,9.4,123.8,595844
2609,3,2,2004,3071,"Dakar",7.6,1.5,4.6,120.2,915835
2157,3,2,1996,4574,"Thies",8,2.2,8.2,98.4,846722
3283,4,3,1950,6167,"Kaolack",8.9,5,7,125.9,1058864
1402,2,2,2012,5102,"Dakar",8.2,8.1,1.8,103.1,651096
2207,2,2,1985,2338,"St-Louis",7.7,3.5,1.4,97.5,586830
2849,3,2,1984,5957,"Kaolack",6.6,8.3,2.2,130.3,796787
1950,1,2,2020,4200,"Touba",7.1,4.3,5.6,115.9,613674
1258,1,2,1978,6976,"Touba",3.5,3.8,6.1,103.1,479267
1297,2,3,1969,4049,"St-Louis",6.4,8.4,2.8,85.7,546224
1782,2,2,1950,5720,"Tambacounda",5.1,8,0.3,89.2,626806
2455,3,1,2004,3963,"Podor",9.4,8.3,6.2,93.3,855191
2175,5,2,1965,1264,"Kaolack",5.5,3.8,5.7,86.9,857665
731,3,2,1967,4312,"Ziguinchor",7.6,7.3,4.3,85.7,472755
1450,4,1,1998,6167,"Dakar",5.5,5.4,1.7,90.2,706092
1795,2,3,2009,4365,"Ziguinchor",7.2,2,2.5,130.6,604109
1071,4,1,1995,3475,"Touba",9.2,9,4.3,119.2,571924
2147,4,1,1976,6538,"Thies",5.4,1.7,0.1,87.8,749701
569,2,1,1955,9351,"Dakar",5.3,4.4,7.5,75.6,500123
1872,5,2,1984,4666,"St-Louis",7.7,8.8,8.4,101.4,726491
1604,3,1,2002,5324,"Touba",8.8,8.4,0.8,83.4,639163
1554,4,2,1969,9483,"Podor",5.5,8,5.8,151.6,645897
1658,4,2,1982,5076,"Thies",6.6,2.5,2.4,73,710849
1957,4,2,2001,3288,"Ziguinchor",5.5,1.2,5.6,95.2,691992
1998,3,2,1996,1181,"Dakar",6.9,7.1,3.9,65.6,809155
1687,3,1,2013,4062,"Ziguinchor",6.9,2.6,6.1,71.8,586595
838,2,2,1966,6853,"Tambacounda",7.7,5.7,6.5,112.1,518590
1080,2,1,2009,4147,"Tambacounda",6.8,2.1,0.7,101.8,441912
1065,3,2,1978,4076,"Kaolack",7.3,2,0.6,100.9,683813
2181,3,2,1952,7152,"Kaolack",6.5,9.9,7.1,110.7,875740
1678,2,2,1979,2891,"Touba",7,9.2,4.5,110.7,509796
1935,3,1,1983,1689,"Ziguinchor",5.6,4.4,4.3,84.5,691088
1021,4,1,1972,5346,"Touba",9.3,2.3,0.8,104.5,567687
1532,4,2,1955,4070,"St-Louis",4.7,1,6,95.1,605410
2081,1,2,2018,6005,"Kaolack",6.4,10,8.2,111.9,615536
1711,4,2,1999,768,"Dakar",6.8,3.5,0.7,113.7,875214
1742,2,2,1970,3612,"Podor",6.6,5.5,5.8,85.8,511744
1764,3,2,2000,7093,"Kaolack",7.1,9.1,6,96.9,654095
2405,2,2,2006,2489,"Ziguinchor",9,6.7,7.5,97.9,768307
1493,3,2,2002,5850,"St-Louis",7.8,9.6,1.6,110,522562
2138,1,2,1964,5502,"Ziguinchor",5.5,5.6,1.1,100.4,680599
2249,3,3,1986,1659,"Touba",8.8,4.2,2.2,66,808426
1205,4,2,2012,7030,"Podor",4.4,8.9,2.8,104.3,529139
1861,5,3,2010,5674,"Tambacounda",9.7,8.3,0.4,105.2,748018
1794,3,1,1950,6004,"Touba",7.8,7.7,8.6,82.8,669099
2315,3,2,1950,4523,"Dakar",8.9,7,2.3,103,893240
2257,2,2,2022,4308,"Touba",5.4,3.6,9.9,102.5,698612
1799,2,1,1977,6455,"Ziguinchor",6.9,8.8,4.2,92.6,604498
1868,2,2,1952,9723,"Podor",7.3,1.1,5.3,49.5,682118
1440,1,1,1977,3369,"St-Louis",4.8,3,6.3,100.6,484054
1701,3,2,1955,6255,"Thies",6,5.8,5.3,98.4,718860
1285,2,2,2008,7247,"Dakar",7,8.5,3.4,65.8,666566
1317,1,2,2003,8634,"Thies",6.8,8.8,9.1,101.6,541372
1190,3,2,1997,4943,"Thies",7.3,1.3,4.5,97.2,721516
2218,3,1,2020,6019,"Dakar",8.1,5.2,4.5,102.9,813386
2357,4,3,2016,3115,"Kaolack",8.6,3.4,3.3,116.6,838890
1594,2,2,1985,6212,"Tambacounda",4.6,3.9,2.9,89.4,587729
1236,4,2,1962,5068,"Dakar",9.4,4.5,4.9,109,827646
1756,4,2,2004,8485,"Kaolack",6.9,9.8,4.5,74.3,639794
2921,3,2,1959,5442,"Podor",9.3,6.2,1.5,101.8,832524
2821,3,1,1981,5154,"Ziguinchor",6.1,9.5,6.8,144.3,679370
940,3,2,1974,3424,"Podor",7,2.4,8.1,105.6,477985
1622,3,2,1967,3378,"Ziguinchor",5.6,9.5,3.8,68,547605
2567,4,2,2005,7440,"Podor",5.6,4.8,1.4,112.6,802746
1781,3,2,1985,5618,"Kaolack",7.6,8.5,0.2,118.7,667200
2599,3,2,2012,9320,"Kaolack",6.3,6,1.1,134.8,762804
1633,3,2,2012,3811,"St-Louis",5.8,6.1,9.4,99.2,589646
2102,2,2,2004,198,"Dakar",7.1,8,1,77.2,857528
1912,4,3,1958,7981,"Tambacounda",7.6,4.1,1.8,142.1,721145
3415,2,2,1985,7970,"Thies",8.7,8.1,6.2,87.4,927034
2260,2,3,1968,4776,"Thies",8.4,7.9,0.2,98.4,855243
1197,2,2,1969,1699,"Podor",6.6,5.9,9.1,108.9,530930
1498,4,2,1966,4610,"Ziguinchor",6.3,4.5,1.2,100.9,608467
1985,2,3,2014,4250,"Ziguinchor",4.1,5.4,9.8,112.5,644845
849,3,1,1968,4523,"Dakar",6.6,4.5,6.2,101.2,626281
898,1,3,1993,4235,"Dakar",6.6,8.1,1.4,108.6,567362
1239,2,1,1975,5073,"Tambacounda",7.6,4.2,7.2,111.5,524375
1626,1,2,1997,6506,"Ziguinchor",7.4,2.7,8.5,116.7,596463
2419,2,3,1952,6626,"Ziguinchor",6.1,5.3,7.1,98.1,817836
1663,2,1,1992,3702,"Kaolack",9.6,4.3,4,110.9,622634
1881,3,2,2003,4863,"Touba",7.6,7.7,4.6,73.8,607302
1768,2,1,1979,5287,"Touba",11.7,1.7,9.8,74.3,724891
1447,2,2,2019,-70,"Dakar",7.6,1.9,6.5,112.7,751369
2481,3,2,1991,8010,"St-Louis",5.7,1.2,8.4,77.2,744234
1252,3,2,2014,2477,"Touba",8.5,5.7,8.4,122.8,574329
1686,3,2,2020,7215,"Dakar",7.5,2.5,9.7,62.7,800934
1626,3,3,2012,4631,"St-Louis",6,1.2,3.9,121.6,647520
2066,1,2,1959,8083,"Ziguinchor",8.3,2.1,2.4,137.4,754678
2604,2,2,2016,9972,"Podor",6.9,9.5,1.1,105.4,605023
2057,3,2,1970,5048,"Touba",7.1,4,5.8,115.4,740227
2491,4,2,2010,3907,"Podor",7.6,6,7.6,99,791465
2182,3,2,1964,5826,"St-Louis",6.8,3.4,4,120.1,717572
1488,2,3,1977,6742,"Dakar",6.1,8.4,0.6,99.9,701259
1841,1,2,2003,7666,"Touba",6.4,2.6,6,103.2,642033
2488,2,2,2020,1719,"Ziguinchor",7.1,7.5,9.8,76,756999
1019,3,2,1959,4771,"Thies",7.7,8.4,6.9,70.4,747259
1962,2,2,2002,4825,"Thies",5.6,4.1,3,136.8,792073
1722,5,3,1976,4828,"Ziguinchor",7.7,2.2,4.2,132.8,895773
2239,3,2,2019,5229,"Touba",7.5,4.5,4.2,107.9,725512
2175,2,1,2009,2646,"Podor",9.3,5.8,2.1,43.4,627042
1951,2,3,1986,7565,"Touba",7.2,6.8,6.3,112.5,721398
2546,3,2,1993,2028,"Touba",7.1,1.7,4.2,125.7,711982
1037,2,2,2015,6969,"Dakar",6.6,7.7,1.6,94.8,671377
2255,3,3,1985,7909,"Dakar",6.4,7.6,3.3,107.7,868681
1010,1,2,1986,4194,"Tambacounda",5.5,8.1,4.7,97.9,526545
2094,3,1,2019,4236,"Kaolack",9,4.3,2.2,120.4,777786
1845,3,2,1964,5311,"St-Louis",5.8,6.9,2.3,76.4,674756
2284,1,1,1952,6971,"St-Louis",8.6,2.7,9.1,103.9,716704
1839,3,2,1956,5258,"Touba",6.2,7.2,9.8,115,619217
1016,1,1,1984,6799,"St-Louis",6.9,5.9,8.3,94.9,387144
796,3,2,1962,6117,"Touba",8.8,6.2,6.7,92.3,500813
2070,4,1,1961,7984,"Dakar",4.7,7.6,5.3,148.7,832233
1763,2,1,2011,5292,"Podor",5.3,8.7,3.2,103.9,513321
1514,2,1,2009,5176,"Touba",4.9,7.4,5.6,62,455731
1644,3,2,1992,2937,"Thies",6.7,2.6,0.6,45.3,686783
1464,2,1,1982,3291,"Dakar",5.5,5.1,9,104.7,630554
1721,3,1,1972,2773,"Thies",5.7,4.4,5.8,106.8,621736
1334,3,1,1997,4076,"Thies",7.9,6.4,5.1,107.5,647571
808,3,3,1951,8650,"Tambacounda",8.4,8.8,4.5,85.2,569870
1690,3,2,1981,5130,"Thies",6.5,8.1,9,101,805907
2323,3,1,1997,5177,"Ziguinchor",6.9,8.2,6.8,91.4,657532
2739,4,2,2009,4357,"Touba",6.1,4.6,5.3,115.2,812819
1801,3,1,1999,5360,"Kaolack",9.1,2.6,3.3,84,731788
1760,2,3,1986,5467,"Thies",9.5,8.4,10,90.2,883743
2281,3,2,1962,4738,"Kaolack",7.8,2.8,9.5,57.4,810019
1827,4,2,1951,4552,"Touba",5.2,9.2,1.4,98.7,628814
1583,3,2,1978,2382,"Thies",9.4,5.5,2.1,106.2,788902
931,5,2,1978,5130,"Dakar",6.3,3.1,9.1,115.6,731758
1168,1,2,1960,6262,"Thies",5,3.3,4.5,70.9,632486
2003,2,2,1953,1812,"Dakar",6.5,9.1,9.6,130.2,815252
1070,2,1,1955,4515,"Ziguinchor",4.7,6.2,7.8,75.3,428346
2324,2,2,1961,7395,"Dakar",9.1,1.9,10,104.9,932465
1127,2,2,2009,6986,"Kaolack",9.9,9.4,7.2,121.8,538528
1703,4,2,1965,2969,"Touba",6.5,2.2,8.7,95,751658
1799,3,2,2018,4539,"Ziguinchor",6.2,3.5,3.4,107.4,529303
1794,3,2,1976,6505,"Dakar",9,2.5,9.1,115.1,794194
1876,3,2,1962,4345,"Touba",7.2,2.9,1.4,108.7,638547
2099,2,2,1988,3600,"Touba",9.1,8.9,1.2,88.6,601854
1737,3,2,1981,5865,"St-Louis",5.9,6.5,4.6,79.5,632464
1676,5,2,1980,3175,"Thies",4.2,8.2,9,97.1,789242
1880,3,2,2014,5689,"Kaolack",7.7,6.5,1.3,63.5,661668
1583,3,3,1959,5273,"St-Louis",7.7,3.5,5.3,90.7,689414
2569,4,2,1984,6282,"Podor",6.5,1.7,1.8,27,832389
715,3,2,2015,4673,"Thies",7.4,6.5,5.3,129.2,694522
2314,1,1,1993,7564,"Dakar",7,6.2,2.7,81.3,822108
1676,3,2,1973,4252,"Kaolack",6.4,9.8,3.3,81.5,527429
2011,4,3,2017,5154,"Tambacounda",7.1,4,8.4,93.4,691304
2294,1,2,1988,5833,"Kaolack",4.7,9.6,4.9,96.6,628819
2218,2,2,1967,6295,"Podor",6.4,8.2,5.4,159.1,641581
1470,4,3,1985,2140,"Thies",9.1,9.1,5,95.4,918418
2582,3,1,1992,3363,"Thies",7.5,6.3,8.8,110.5,902443
989,1,1,2000,8361,"Ziguinchor",7.6,3.2,6.2,101.9,392036
2232,1,3,2014,4414,"Touba",7.1,5.1,4,76.3,638827
1544,4,2,1953,4376,"Podor",7.9,5.1,3.9,90,644941
841,2,3,1986,3915,"Ziguinchor",7.9,3.6,8.1,68.6,648091
867,2,2,2014,2907,"Podor",7.7,8.4,9.1,105.9,556278
1923,3,2,2006,5385,"Dakar",7.5,6.9,8.8,99,721763
2912,2,3,1973,3432,"Dakar",6.6,3,1.7,119.4,901533
1937,2,3,1990,5675,"Podor",5.9,4.2,5,108.7,769208
2365,2,1,1998,4930,"Podor",4.8,7,4.9,124.2,682606
2219,1,2,1972,2753,"Thies",7.3,7.9,6,117.9,709747
1473,3,2,1969,3643,"Touba",10.9,3.6,2.7,89.3,666302
2277,1,2,2005,8510,"Dakar",8.6,6.7,8.2,80.9,791280
1976,2,2,1999,5348,"Tambacounda",6.2,1.6,4.7,112.2,633790
1903,4,2,2006,4472,"Tambacounda",7.8,3.1,3.5,110.5,604270
2301,3,3,1991,6753,"St-Louis",9.7,6.6,5.8,97.4,763580
2174,2,3,1991,6023,"St-Louis",5.3,3.7,9.9,86.7,736726
1487,4,2,1981,6950,"Dakar",8.2,7.7,10,102.3,796700
1998,3,2,1970,1566,"Tambacounda",8.8,5.8,4.8,86.2,762649
1354,3,3,1983,6176,"Podor",7.1,5.3,9.7,107,612021
2115,1,2,1983,5265,"Dakar",5.7,7.9,5.7,126,800999
1584,3,2,1966,6385,"Thies",8.8,7.2,7,107.8,792365
2026,3,1,2021,9799,"Dakar",4.1,2.3,7.1,92,767623
1984,1,2,1966,4812,"Kaolack",5.9,1.4,4,108.4,645430
1665,3,3,1985,-1685,"Thies",9.8,6,4.3,127.3,874252
2033,2,2,1990,2155,"Tambacounda",6.5,9.3,7,140.9,607815
2087,3,2,1960,5420,"Touba",5.8,5.2,9.6,72.9,832020
1685,1,2,1988,9079,"Kaolack",4.1,2.8,1.9,81.2,596471
2386,2,2,2006,5472,"Podor",7.9,2.9,5.1,83.1,701789
2496,4,3,1974,4410,"Dakar",9.3,3.3,9.8,109.2,945253
1469,4,1,1963,7026,"Kaolack",7.3,1.5,5.4,86,723507
1411,3,2,1976,178,"Kaolack",9.5,2.1,1.2,57.5,654427
2057,2,2,1964,4439,"St-Louis",6.9,4.5,3.8,76.3,693410
1343,3,2,1955,9970,"Tambacounda",7.1,2.2,3.1,124.4,646048
1575,3,2,1996,3756,"St-Louis",5.1,5.6,4.8,93.6,641929
2201,3,2,1982,6323,"Tambacounda",7.1,8.1,0.4,78.2,693653
1513,3,2,2020,1829,"Kaolack",7.7,2.7,4.1,74.5,552378
836,3,2,2019,2999,"Podor",5.6,2.3,3.2,71.3,510749
2132,2,2,1985,1948,"Podor",2.3,5.8,9.1,125.5,552604
999,2,1,2019,5476,"Touba",4.5,3.9,7,112,463332
1123,4,2,1989,5342,"Dakar",6.5,4.2,9.7,103.5,770295
291,3,2,2020,6611,"Ziguinchor",5.1,10,1.4,117.3,307298
2216,2,2,1975,6018,"Tambacounda",4,9.3,5.3,117.2,650487
1926,3,3,2004,6076,"Thies",3.8,2.5,2.5,85.2,694433
2031,1,1,2019,3944,"Tambacounda",4.9,1.5,2.9,81.2,564423
2222,3,2,2019,3373,"Podor",8.9,9.8,8.6,98,715100
1779,3,3,2010,6561,"Tambacounda",4.8,4.8,0,92.6,811666
1247,1,3,1981,3429,"Ziguinchor",5.2,4.2,5.2,71.3,482985
2082,3,3,2020,9112,"Touba",6.2,7.7,4.2,87.4,591710
2452,1,2,1992,4802,"St-Louis",6.9,6.7,6.1,127.1,605841
1050,2,2,1979,3803,"Thies",4.8,7.3,9.7,108.3,688901
1497,1,2,1970,2677,"Thies",5.7,5,1.3,79.8,652674
1654,3,3,1982,6722,"Touba",8.5,1.9,1.9,112,653247
1155,3,1,2007,5634,"Ziguinchor",6.6,1.6,2.9,100.3,428190
2147,1,2,1954,3806,"Ziguinchor",8.5,8.7,6.4,77.4,746041
1500,1,2,1959,6111,"Dakar",6.5,3.4,7,116.1,799597
2428,3,2,1964,4106,"St-Louis",7,2.2,1,80.6,760473
1827,3,2,2018,3769,"Dakar",7.7,9.3,4.4,96.7,747196
2164,4,2,1999,2396,"Ziguinchor",6.3,5.4,6.7,108,765540
2581,4,2,2003,3424,"Podor",8,7,0.4,97.1,607701
1933,4,2,2003,1158,"Kaolack",7.3,5.2,1.7,143.2,785535
2338,2,1,1993,5099,"St-Louis",7.2,9.3,1.8,121.9,562219
1905,3,2,1979,2597,"Touba",5.8,8.9,6.8,98.4,611000
1044,1,2,2009,4611,"Touba",4.1,7.1,3.4,111.8,333117
1811,2,2,2010,5135,"Dakar",5.6,5.1,8.3,85.6,761596
2159,4,3,1963,4715,"Dakar",5.9,9.7,0.9,108,925020
2045,5,3,2019,8022,"Kaolack",6.2,5.4,5.1,103.9,722410
1713,3,2,1996,836,"Ziguinchor",4.3,4.2,0.2,87.2,567513
1191,3,2,1993,5233,"Dakar",7.1,7.6,7.7,131.6,636248
2123,1,2,1961,4884,"Touba",7.2,9.4,4.4,116.1,595650
1342,3,3,2013,2129,"St-Louis",9.9,6.1,0.1,99.1,628772
1174,3,2,1978,6638,"Dakar",6.5,6.9,5.6,106.5,732811
2097,1,2,1975,5794,"Kaolack",5.5,3.3,8,93.5,732775
1184,3,1,2013,6985,"Dakar",7.1,3.3,7.9,69.6,635850
1922,3,3,1951,4857,"Ziguinchor",7,2.4,4,101.5,764493
1801,3,2,2001,2847,"Ziguinchor",3.3,8.4,5.3,64.3,589267
1136,3,2,1972,3540,"Tambacounda",6.9,1.8,9.8,80.9,563071
2390,3,2,2003,4050,"Dakar",7.1,8,3.4,61.7,824424
1504,1,3,1956,4245,"Tambacounda",6,7.1,5.7,117.3,581700
2400,3,3,2008,8516,"Thies",9.7,1.4,6.8,73.1,943437
1562,4,2,1980,8637,"Kaolack",6.9,6.9,9.5,101.2,609332
1512,3,2,1956,6838,"Podor",7.7,5.1,6.5,84.5,738915
1784,2,3,2009,6021,"Dakar",5.6,7.8,1.4,113.1,736313
1621,1,2,1989,4282,"Touba",7.1,2.2,9.7,124.7,585750
1622,2,2,1972,3137,"Tambacounda",6.1,3.1,7.1,89.7,631467
1361,2,2,2005,4626,"Dakar",7.3,8.8,5.2,104.8,659523
1194,1,2,2005,9540,"Dakar",6.5,3.2,9,69.7,558675
2107,3,3,2020,2220,"Ziguinchor",5.2,2.9,2.1,87.1,691732
1397,3,2,1959,4633,"Podor",5.1,6.3,0.7,108.9,588693
1112,3,3,1955,6665,"St-Louis",7.4,8,6.4,99.6,510496
1546,2,2,1981,3126,"Podor",7.7,3.4,0.2,90.5,635088
1400,3,3,2011,6083,"Ziguinchor",9.3,9.8,2,154.8,564706
704,2,1,1992,4586,"St-Louis",4.9,2.7,4.5,102.6,367680
1655,3,2,1952,3892,"Touba",5.4,9.1,1.3,62.3,667115
1884,3,3,1979,6899,"Thies",6.8,4.8,2.6,94.6,722839
1947,3,2,1958,5452,"Thies",6.1,4.8,7.3,106.7,739466
1996,3,2,1987,7226,"Ziguinchor",5.3,9.6,3.2,80.2,631880
1300,3,2,2021,5520,"Podor",8,3.8,8.8,109.7,563079
1637,3,3,1977,3614,"Ziguinchor",7.1,2.7,6.6,87.9,580462
1296,4,3,2012,7087,"Ziguinchor",7.2,9.3,9.9,74.7,636270
1482,3,2,2008,8599,"Kaolack",7.7,6.8,5.1,129.8,716384
1195,2,2,1977,7101,"Thies",5.7,2.3,1.8,97.3,600058
1242,3,3,1983,4921,"Thies",7.7,1,7.2,97.4,781257
2115,2,2,1969,7728,"Ziguinchor",7.6,1.5,1.9,92.4,720893
1664,1,2,1953,5510,"Kaolack",9.5,9.6,4.6,73.2,568501
1671,3,2,2006,5689,"St-Louis",6.6,6.2,0.6,93.5,553007
2665,4,3,1977,3961,"St-Louis",8.5,3.4,5.2,79.3,894855
1771,3,2,2001,3540,"Podor",6.7,10,5.6,120.1,646001
1531,2,2,2017,3131,"Ziguinchor",8.9,2.2,9.9,103.9,652103
2174,3,1,2008,4611,"Thies",7,8.6,0.9,107.7,830100
1556,4,2,1970,6930,"Touba",6.1,5.3,7.6,113.3,571265
2486,2,2,2018,1552,"Thies",7.3,4.7,5.8,109.4,732057
1611,2,1,2022,4694,"Dakar",5.4,6.9,0,60.1,661109
1492,4,3,2012,5465,"St-Louis",4.6,1.3,6.1,77.2,651050
1216,2,2,1971,7332,"St-Louis",7.7,7.3,2.4,108.6,520682
1964,2,2,1960,867,"Tambacounda",9,6.7,1.7,85.5,715367
2533,1,2,1959,4739,"Kaolack",5.2,5.6,9,145.4,759953
1622,2,2,1994,5913,"Dakar",6.3,1.3,3,94.8,756098
1931,3,2,2006,2305,"Kaolack",6,6,6.8,86.3,752490
1967,1,2,1985,5236,"Touba",6.5,6.7,9.2,111.1,678047
2511,4,1,2021,4753,"Podor",8.2,9.9,4.8,123.6,717374
2132,2,2,1970,4849,"Ziguinchor",7.2,7.4,7.4,109.4,552078
1263,4,3,1986,4932,"St-Louis",8.4,2.3,3,96.6,602835
1452,3,2,2012,4405,"Ziguinchor",9.4,3.7,4.7,118.3,683027
1427,3,2,1977,2332,"Dakar",6.6,4.1,1,104.9,740193
1871,5,1,1969,6476,"St-Louis",6.2,1.4,7.8,108.5,816155
1798,3,2,1956,8939,"Touba",7.4,8.4,9.3,111.5,608976
1984,2,2,1982,6959,"Tambacounda",9.9,4.2,7.9,104.4,764524
1471,3,2,2009,3877,"Thies",2.9,1.9,2.3,124.1,656660
1612,3,2,1961,2623,"Touba",5,8,1,141.2,540242
2171,1,1,1977,6149,"Ziguinchor",9.8,5.8,0.4,83.1,714943
1750,2,2,2009,4467,"St-Louis",8.4,8.9,6.6,135.9,545838
